Number,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
2490,0,22,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,126,1
2491,0,50,2,4,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,68.17,0
2492,0,4,0,1,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,50,0
2493,0,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
2494,0,217,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,90.71,2
2495,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49,0
2496,0,29,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86,1
2497,0,4,1,2,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,38,0
2498,0,10,0,2,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,68,0
2499,1,133,1,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,29.16,1
2500,0,1,0,1,1,0,0,BB,Corporate,0,0,1,A,0,No Deposit,Transient,30,0
2501,0,64,0,4,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,92.35,2
2502,1,39,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
2503,1,331,2,8,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,135,2
2504,0,4,2,4,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80.95,1
2505,0,103,4,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,39.04,0
2506,0,62,1,0,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,49,1
2507,0,17,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,53.1,0
2508,0,19,1,4,2,0,0,HB,TA/TO,0,0,0,C,0,No Deposit,Transient,120.08,2
2509,1,138,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,Non Refund,Transient,65,0
2510,1,45,2,1,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,65.65,0
2511,0,3,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,54,0
2512,0,141,1,3,2,0,0,HB,Direct,0,0,0,G,1,No Deposit,Transient,108.3,0
2513,1,22,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,80,0
2514,0,2,0,2,1,0,0,BB,Corporate,0,0,6,A,1,No Deposit,Transient,35,1
2515,0,1,0,1,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,228,1
2516,1,9,1,4,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,129.2,0
2517,1,18,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,118.8,0
2518,0,37,0,1,2,0,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,275.25,1
2519,0,1,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,184,1
2520,1,102,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,63,0
2521,0,83,0,1,2,0,0,BB,TA/TO,0,0,0,A,3,No Deposit,Transient,37.8,0
2522,0,63,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,79,1
2523,0,3,0,1,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,105,1
2524,0,0,0,1,1,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,40,0
2525,0,1,0,1,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,40,1
2526,0,0,2,5,2,0,0,BB,Direct,0,0,0,A,5,No Deposit,Transient,48,0
2527,0,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86,0
2528,0,22,2,1,2,0,0,HB,TA/TO,0,0,0,A,2,No Deposit,Transient,64.44,2
2529,1,172,2,5,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,97.71,0
2530,0,8,1,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,1
2531,0,24,2,5,2,1,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,198.31,1
2532,1,55,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,189,0
2533,1,259,0,3,1,0,0,BB,Corporate,0,1,0,A,0,Non Refund,Transient,33.3,0
2534,0,0,2,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,48,0
2535,0,69,2,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,42,2
2536,0,52,0,3,2,2,0,FB,TA/TO,0,0,0,C,0,No Deposit,Transient,280.74,0
2537,0,38,1,4,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,120,0
2538,0,0,0,1,2,0,0,BB,Direct,1,0,0,D,1,No Deposit,Transient,77,0
2539,0,239,2,7,2,0,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,97.99,1
2540,1,78,1,2,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,92,0
2541,1,136,0,3,2,0,0,FB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,46,0
2542,0,16,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,41.4,0
2543,0,101,4,10,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,72.63,1
2544,0,5,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,50,1
2545,0,33,0,2,3,1,0,HB,TA/TO,0,0,0,H,0,No Deposit,Transient,141,1
2546,0,4,0,0,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,0,0
2547,0,28,2,5,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,79.9,2
2548,1,166,0,2,2,0,0,FB,TA/TO,0,24,0,A,0,Non Refund,Transient,121.5,0
2549,1,41,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,63.67,1
2550,0,2,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
2551,1,46,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,262,0
2552,1,151,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,2
2553,1,12,1,1,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,64,0
2554,0,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,101,0
2555,0,105,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
2556,0,0,0,1,2,0,0,BB,TA/TO,1,0,1,D,0,No Deposit,Transient,58,0
2557,0,128,0,1,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,64,1
2558,1,112,0,2,2,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,68,0
2559,0,183,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,95,0
2560,0,89,1,5,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,66,0
2561,0,180,1,3,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,303,1
2562,0,3,1,1,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,95,0
2563,1,166,0,2,2,0,0,FB,TA/TO,0,24,0,A,0,Non Refund,Transient,121.5,0
2564,1,67,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,1
2565,0,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,48,1
2566,1,84,2,5,2,0,0,Undefined,Direct,0,0,0,G,0,No Deposit,Transient,206.5,0
2567,0,85,2,5,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,105.69,0
2568,0,0,1,3,1,0,0,BB,Direct,1,0,1,A,1,No Deposit,Transient,55,0
2569,0,2,0,1,2,0,0,BB,TA/TO,1,0,2,E,0,No Deposit,Group,95,1
2570,0,25,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86.5,1
2571,0,117,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,152.43,0
2572,1,143,2,2,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,84,0
2573,0,123,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,118.5,0
2574,0,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,61,0
2575,0,94,1,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,0,0
2576,0,2,0,1,2,0,0,BB,Direct,0,0,0,H,0,No Deposit,Transient,99,0
2577,1,41,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72.86,1
2578,0,21,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,93,0
2579,0,24,3,10,1,0,0,BB,Corporate,0,0,0,A,2,No Deposit,Transient-Party,40,0
2580,0,245,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,86,1
2581,1,73,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,42,0
2582,0,129,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,71.7,2
2583,0,83,2,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,62.53,1
2584,0,22,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,153,2
2585,1,112,0,3,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
2586,0,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
2587,0,85,2,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,236,2
2588,0,112,0,4,2,1,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,180,1
2589,1,22,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,52.8,2
2590,1,393,2,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,72,0
2591,0,1,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,43,0
2592,0,0,0,1,1,0,0,BB,Direct,0,0,0,D,2,No Deposit,Transient-Party,60,0
2593,0,1,1,2,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
2594,0,33,3,7,2,0,0,HB,Direct,0,0,0,F,5,No Deposit,Transient,157.1,1
2595,0,37,0,2,3,0,0,HB,Direct,0,0,0,F,2,No Deposit,Transient,327.6,0
2596,0,51,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,95,0
2597,0,329,3,6,3,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,130.8,0
2598,0,46,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,97.6,0
2599,0,12,0,3,2,0,0,Undefined,Direct,0,0,0,A,1,No Deposit,Transient-Party,85.33,0
2600,0,76,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,52.85,2
2601,0,5,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,65,1
2602,0,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46,0
2603,0,6,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,35,0
2604,0,45,2,5,1,2,0,BB,TA/TO,0,0,0,C,1,No Deposit,Transient,210,1
2605,0,287,0,0,1,0,0,BB,Corporate,0,0,0,A,2,No Deposit,Transient-Party,0,0
2606,0,54,3,7,3,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,239,2
2607,0,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Group,65,0
2608,1,141,0,2,2,0,0,BB,TA/TO,0,0,0,E,2,No Deposit,Transient,88,1
2609,1,28,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,100,1
2610,1,144,2,4,2,0,1,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,151,1
2611,0,40,1,2,1,0,0,Undefined,Direct,0,0,0,A,1,No Deposit,Transient-Party,55,0
2612,1,170,4,8,2,0,0,BB,TA/TO,0,0,0,A,0,Non Refund,Transient,44.5,0
2613,0,15,0,2,2,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient-Party,70.8,1
2614,0,51,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,166.5,1
2615,0,0,2,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,244,0
2616,1,17,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,85,0
2617,0,0,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,30,0
2618,0,216,2,4,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,41.76,0
2619,0,156,2,5,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,92,0
2620,0,240,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,70.84,0
2621,0,72,1,2,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,70.47,1
2622,0,3,0,2,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,90,1
2623,0,146,2,5,2,0,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,156,2
2624,0,119,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,138.8,1
2625,0,0,0,2,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,68,0
2626,1,131,0,1,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,43.2,0
2627,0,20,1,4,1,1,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,61.2,0
2628,0,34,0,3,3,1,0,HB,TA/TO,0,0,0,C,3,No Deposit,Transient,228.5,2
2629,0,53,2,8,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Contract,68,0
2630,0,0,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,175,0
2631,1,302,0,4,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,81,0
2632,0,87,2,4,2,1,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,206.1,1
2633,0,120,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56,3
2634,1,326,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,88.2,1
2635,0,70,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,67.2,1
2636,1,267,2,5,2,0,0,BB,TA/TO,0,1,0,A,0,Non Refund,Transient,54.99,0
2637,0,4,0,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,0
2638,0,45,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,1
2639,0,29,0,3,2,0,0,BB,TA/TO,0,0,0,H,2,No Deposit,Transient,110,1
2640,1,0,0,1,1,0,0,BB,Direct,0,0,4,A,0,No Deposit,Transient,56,0
2641,0,152,0,4,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,49,1
2642,1,271,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64.8,2
2643,0,48,1,3,2,1,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,130,0
2644,1,150,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,229,1
2645,1,2,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
2646,1,20,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,182,1
2647,0,6,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,181,2
2648,0,44,2,5,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,73.4,0
2649,0,20,0,5,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,42,0
2650,1,47,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,0
2651,0,186,1,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,52.2,1
2652,0,118,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43.2,0
2653,0,200,2,5,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,49.7,1
2654,1,18,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,134,0
2655,0,13,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,68.4,1
2656,0,0,0,0,2,0,0,BB,Direct,1,0,0,A,0,No Deposit,Transient,0,0
2657,0,7,1,0,1,0,0,BB,Direct,1,1,2,A,0,No Deposit,Transient-Party,76,0
2658,0,5,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
2659,1,138,0,2,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,179,2
2660,1,105,2,5,2,2,0,BB,TA/TO,0,0,0,G,2,No Deposit,Transient,149.29,0
2661,0,7,2,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,167.25,0
2662,0,383,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
2663,0,27,1,3,4,0,0,HB,Direct,0,0,0,H,0,No Deposit,Transient,256.5,0
2664,1,82,2,0,2,0,0,Undefined,TA/TO,1,1,0,A,0,No Deposit,Transient-Party,66,0
2665,0,319,4,10,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Contract,53.55,1
2666,1,45,0,3,3,0,0,BB,Direct,0,1,0,A,0,No Deposit,Transient,233.92,0
2667,1,119,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,227,1
2668,0,21,0,0,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,0,0
2669,0,73,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,70.5,2
2670,0,277,2,5,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,68.74,0
2671,0,68,2,7,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,107,0
2672,0,253,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,89.1,0
2673,0,171,2,5,2,0,0,HB,Direct,0,0,0,F,0,No Deposit,Transient,158.43,1
2674,0,12,1,2,2,0,1,BB,Direct,0,0,0,A,0,No Deposit,Transient,117,1
2675,1,227,4,6,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,72,2
2676,0,81,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,45.5,0
2677,0,8,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,113,0
2678,0,96,0,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,2
2679,1,100,1,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,34,0
2680,1,160,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,170,0
2681,0,202,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,62,1
2682,0,24,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,76,2
2683,1,311,2,2,1,0,0,HB,TA/TO,0,0,0,E,2,No Deposit,Transient,201.6,1
2684,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,48,1
2685,0,2,0,1,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,38,0
2686,1,172,2,1,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,180,0
2687,1,107,1,4,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,144,0
2688,0,4,0,2,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,97,1
2689,0,171,2,5,2,0,0,BB,TA/TO,0,0,0,D,2,No Deposit,Transient-Party,182.86,1
2690,0,9,1,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,119.5,2
2691,0,1,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,30,0
2692,1,221,1,1,2,0,0,HB,TA/TO,0,1,0,A,0,No Deposit,Transient,34,0
2693,0,0,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,53,0
2694,1,229,1,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,105.2,0
2695,0,185,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
2696,0,0,0,1,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,47,0
2697,0,4,1,1,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,107.5,1
2698,0,19,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,64.14,0
2699,1,81,0,3,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,59,0
2700,0,186,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,40.95,0
2701,0,87,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,124.5,0
2702,0,85,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,78.87,1
2703,1,199,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,51.36,1
2704,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,43,0
2705,0,152,2,5,1,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient,47,0
2706,1,168,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,86,0
2707,1,152,4,10,2,0,0,BB,TA/TO,0,1,0,D,0,No Deposit,Contract,67.58,0
2708,0,37,1,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,172,0
2709,1,138,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,Non Refund,Transient,65,0
2710,0,124,0,2,2,0,0,BB,TA/TO,0,0,4,E,1,No Deposit,Transient,224,3
2711,0,0,0,2,2,0,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,107,0
2712,0,1,0,1,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,58,0
2713,1,259,0,3,1,0,0,BB,Corporate,0,1,0,A,0,Non Refund,Transient,33.3,0
2714,1,183,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient-Party,85,0
2715,0,4,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,64,1
2716,0,0,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52,0
2717,1,302,0,4,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,81,0
2718,1,183,2,1,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,72,0
2719,0,50,2,1,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,49.4,0
2720,0,3,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,39,0
2721,0,104,1,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,62,0
2722,0,205,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,78.5,2
2723,0,33,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,131.2,1
2724,0,172,3,7,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,68,0
2725,0,91,1,2,2,1,0,BB,TA/TO,0,0,0,A,4,No Deposit,Transient,118.5,3
2726,1,173,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,115.2,0
2727,1,112,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,42,2
2728,1,138,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,Non Refund,Transient,65,0
2729,1,20,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Group,66,0
2730,1,78,1,4,2,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,219,0
2731,0,75,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,90.71,2
2732,0,190,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,44.88,2
2733,0,44,0,2,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,189,0
2734,0,6,1,1,1,0,0,BB,TA/TO,0,0,5,A,0,No Deposit,Group,34.4,0
2735,0,21,0,2,1,0,0,BB,Corporate,1,0,5,A,0,No Deposit,Transient,42,0
2736,1,24,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,32,0
2737,0,96,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,55,0
2738,1,94,2,7,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,55,0
2739,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,172,2
2740,0,383,0,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,42,0
2741,0,52,1,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,176.67,1
2742,0,21,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
2743,1,241,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,90,0
2744,1,44,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
2745,0,255,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,100.8,0
2746,1,10,1,0,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,0
2747,0,110,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,40.95,0
2748,0,1,0,2,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,153.72,1
2749,0,9,2,3,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,62,0
2750,0,0,1,1,1,0,0,BB,Direct,1,0,0,H,1,No Deposit,Transient,108,0
2751,0,35,0,1,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,114,2
2752,0,21,2,3,3,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient-Party,222.2,1
2753,0,19,1,4,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,99,3
2754,1,383,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
2755,0,51,4,9,2,0,0,BB,TA/TO,0,0,0,F,1,No Deposit,Transient,193.6,0
2756,0,72,2,1,2,0,0,Undefined,Direct,0,0,0,D,0,No Deposit,Transient-Party,73.33,0
2757,0,30,2,5,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,195.45,3
2758,1,12,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,126,0
2759,0,21,2,1,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,135,1
2760,1,155,0,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,240,0
2761,1,126,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,192,2
