Number,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
5661,192,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,53.87,0
5671,202,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,39.95,0
5672,235,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,65.7,2
5675,234,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,88,0
5678,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5681,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5683,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5684,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5686,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5687,203,0,2,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,30,0
5692,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5693,203,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46,0
5697,29,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52.2,0
5699,90,2,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,70.4,0
5702,59,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,73.15,0
5703,189,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,78.56,0
5704,188,2,8,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,80.16,0
5708,468,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,67,0
5713,468,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,67,0
5718,468,0,2,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,67,0
5719,236,0,3,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,58,0
5724,236,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,54,0
5727,236,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,1
5729,236,0,3,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,50,0
5736,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5737,236,1,3,2,0,0,SC,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,0,0
5740,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5743,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5746,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5747,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5748,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5753,236,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
5766,54,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,86,0
5770,9,0,2,1,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,109,2
5772,22,2,2,2,1,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,130,0
5774,17,2,3,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,135,0
5775,198,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,79.2,1
5781,35,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,53.87,0
5782,113,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,52.56,0
5784,35,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,53.87,0
5785,117,2,5,2,0,1,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,73,2
5787,158,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,65.7,2
5788,128,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,46.18,1
5790,128,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,46.18,1
5791,190,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,79.2,2
5792,120,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,73,3
5794,206,4,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,59.93,0
5796,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,42.5,1
5797,211,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
5801,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5802,211,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
5803,211,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
5804,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5807,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5809,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,86,0
5810,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5813,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5816,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5820,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5824,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5829,211,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5835,9,0,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,0,0
5841,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
5842,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
5843,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
5846,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
5851,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
5853,9,1,0,2,0,0,BB,Direct,0,0,0,A,0,Non Refund,Transient-Party,8,0
5855,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
5867,38,2,5,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,152,0
5868,239,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46.4,0
5874,62,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
5875,65,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49,0
5877,65,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
5880,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5882,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5891,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5892,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5895,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5898,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5907,213,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
5908,213,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
5910,213,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
5921,95,1,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,73,1
5926,189,2,5,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,44.45,0
5931,215,3,7,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,74.76,0
5934,201,3,8,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,46.98,2
5939,196,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,41.75,0
5943,151,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,Non Refund,Transient,46,0
5947,151,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,Non Refund,Transient,46,0
5952,224,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,37.4,2
5969,40,0,2,1,0,0,BB,Corporate,0,0,0,A,0,Non Refund,Transient,55,0
5972,40,0,2,1,0,0,BB,Corporate,0,0,0,A,0,Non Refund,Transient,55,0
5973,40,0,2,1,0,0,BB,Corporate,0,0,0,A,0,Non Refund,Transient,55,0
5975,40,0,2,1,0,0,BB,Corporate,0,0,0,A,0,Non Refund,Transient,55,0
5978,40,0,2,1,0,0,BB,Corporate,0,0,0,A,0,Non Refund,Transient,55,0
5985,40,0,2,1,0,0,BB,Corporate,0,0,0,A,0,Non Refund,Transient,55,0
5991,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,82,0
6001,125,2,7,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,88,1
6005,118,3,8,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,60.3,1
6006,101,3,8,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,63,0
6010,32,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,105,0
6011,2,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,89,0
6012,193,2,6,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,50.02,1
6013,217,2,6,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,84.96,0
6015,178,4,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,57.11,1
6018,126,0,1,2,0,0,BB,Corporate,0,0,0,A,2,No Deposit,Transient,0,0
6021,79,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,1
6022,78,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,80,0
6033,256,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52.2,1
6034,70,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,129.29,0
6035,262,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46.98,2
6037,248,4,6,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Contract,76.76,1
6040,46,1,0,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,113,0
6042,241,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52.2,1
6044,307,4,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,50.88,0
6046,46,1,0,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,90,0
6050,101,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
6056,126,4,10,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,34.85,2
6064,222,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52.98,1
6065,223,0,5,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,68,0
6069,223,1,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66,0
6070,223,1,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66,0
6074,223,1,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66,0
6075,223,1,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66,0
6076,223,1,5,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,60,0
6079,223,1,5,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,66,0
6084,223,2,6,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66.75,0
6089,213,2,7,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,55.68,1
6095,100,0,4,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,78.56,0
6096,100,0,4,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,105,0
6099,224,0,4,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,46,0
6102,224,1,4,2,0,0,BB,Direct,0,0,0,A,3,No Deposit,Transient-Party,65,0
6108,100,1,4,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,109.4,0
6112,100,0,4,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,26,0
6115,276,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46.98,1
6120,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
6122,225,0,3,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,72,0
6123,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
6124,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
6131,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,64,0
6132,225,1,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,62,0
6138,225,1,3,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,66,0
6141,225,1,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
6147,225,1,3,1,0,0,BB,Direct,0,0,0,A,3,No Deposit,Transient-Party,60,0
6149,225,1,3,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,72,0
6153,225,2,3,1,0,0,BB,Direct,0,0,0,A,2,Non Refund,Transient-Party,6,0
6156,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
6157,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,60,0
6158,264,2,5,2,1,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,115,3
6161,264,2,5,2,0,1,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,87.46,3
6165,100,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,2
6166,7,0,1,1,0,0,HB,Corporate,0,0,0,A,0,Non Refund,Transient,58,0
6172,277,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46.98,1
6180,100,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,2
6182,100,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,2
6184,102,2,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,62.2,0
6185,18,0,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,145,1
6191,227,0,1,1,0,0,BB,Direct,0,0,0,A,4,Non Refund,Transient-Party,60,0
6194,225,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
6196,225,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
6197,225,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
6201,225,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,54.5,0
6206,225,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
6210,225,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
6221,108,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,76.86,1
6229,16,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,94.5,0
6231,139,2,5,1,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,105.81,0
6232,314,2,5,2,0,0,BB,TA/TO,0,0,0,A,3,No Deposit,Contract,52.58,0
6235,0,0,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,0,0
6238,50,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,89.67,1
6242,117,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,71.2,1
6243,126,1,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,79.26,0
6244,215,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66.34,1
6245,136,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,73.71,1
6246,237,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66.34,2
6248,71,2,5,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,116.43,0
6249,71,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,116.43,0
6252,152,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56.72,0
6257,235,1,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,83,1
6258,235,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48.71,1
6260,105,2,5,2,1,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,131.5,1
6261,124,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,67.79,1
6263,102,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80,0
6266,134,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,46.75,0
6272,102,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80,0
6274,206,2,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,64.9,1
6277,179,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,78,0
6285,30,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,99,0
6292,215,0,3,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6293,215,0,3,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6296,217,1,4,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,148,0
6299,216,2,7,2,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,58.1,0
6308,139,2,7,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,137.89,0
6310,237,4,10,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,81,1
6311,91,0,1,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,70.11,1
6313,54,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,119,0
6319,150,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,1
6321,182,1,2,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,97.3,0
6330,227,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,1
6343,264,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,64.8,3
6354,290,4,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,51.85,0
6357,29,2,0,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,169,0
6359,46,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,123,0
6360,32,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,113,0
6361,107,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80,1
6363,123,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,102.43,1
6369,3,1,0,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,65,0
6374,282,1,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,1
6379,94,1,5,1,0,1,BB,Direct,0,0,0,A,1,No Deposit,Transient,99.9,0
6386,34,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,115.67,0
6387,34,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,119,0
6388,41,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,0
6401,21,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,122.33,0
6410,59,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,119,0
6411,269,0,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,63.9,2
6412,229,1,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,63.9,1
6413,286,2,3,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,110,2
6414,143,2,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.3,1
6415,15,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,0
6417,141,2,5,2,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Transient,105.56,0
6425,129,1,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,161,1
6426,17,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,129,0
6427,17,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,129,0
6428,266,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,1
6438,115,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,131.67,1
6443,57,2,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,0
6444,120,4,6,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,106,0
6445,227,4,6,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,72,2
6452,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6456,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6457,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6464,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6469,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6471,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6476,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6478,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6480,277,2,2,2,0,0,Undefined,TA/TO,0,0,0,A,0,Non Refund,Transient,110,0
6490,65,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,107.1,0
6491,150,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,121,1
6496,146,1,3,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,103.05,0
6500,65,1,4,3,1,0,HB,TA/TO,0,0,0,H,0,No Deposit,Transient,232,0
6503,114,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,106,0
6504,205,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,1
6505,217,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,65.83,1
6510,223,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,2
6512,223,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,99,2
6515,248,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,0
6517,97,0,4,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112,0
6518,62,0,5,2,1,0,HB,Direct,0,0,0,C,1,No Deposit,Transient,201.5,0
6525,231,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,81,2
6533,85,1,3,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,176,0
6535,37,2,4,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,194,0
6538,234,2,5,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,69.71,0
6540,73,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,96.43,1
6542,247,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,98.6,0
6544,37,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,161,0
6545,37,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,161,0
6550,61,2,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,161,0
6553,155,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,99.64,2
6557,273,2,5,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient-Party,77.64,1
6558,300,2,5,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,121.5,1
6560,256,2,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,72,1
6567,23,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,159,0
6571,117,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,136,1
6583,249,4,6,2,0,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,85,4
6585,175,4,7,3,1,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,145,0
6588,5,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,122.33,1
6589,267,2,4,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,60.35,1
6591,163,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,72,1
6594,128,3,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,103.75,0
6597,185,4,10,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,150.57,2
6600,177,1,5,2,0,0,BB,TA/TO,0,0,0,D,0,Non Refund,Transient,85.5,0
6609,177,1,5,2,0,0,BB,TA/TO,0,0,0,D,0,Non Refund,Transient,85.5,0
6611,177,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,Non Refund,Transient,72,0
6614,152,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,62.9,0
6617,304,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,68,1
6624,203,0,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,67.5,0
6627,227,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,85.5,1
6635,127,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,106,1
